URL,Version,Status,OIDs,Name,Title,Description,Used
http://hl7.org/fhir/us/codex-mopa/CodeSystem/treatment-line-cs,0.1.0,draft,,TreatmentLineCS,Treatment Line Code System,"Ordinal codes representing the line of systemic anti-cancer therapy. These codes are used in the TreatmentLineVS value set and on the LineOfTherapyObservation and regimen profiles.  **mCODE Migration Candidate** — These codes are proposed for adoption in mCODE STU5 or as a SNOMED CT extension request. Once standard codes are available, this code system should be deprecated.","ValueSet/treatment-line-vs"
http://snomed.info/sct,null,active,"2.16.840.1.113883.6.96",SNOMED_CT,SNOMED CT (all versions),"SNOMED CT is the most comprehensive and precise clinical health terminology product in the world, owned and distributed around the world by The International Health Terminology Standards Development Organisation (IHTSDO).","ValueSet/regimen-intent-vs"
