URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/us/codex-mopa/ValueSet/regimen-intent-vs,0.1.0,draft,,RegimenIntentVS,Regimen Intent Value Set,"The clinical intent of an anti-cancer regimen. All codes are drawn from the SNOMED CT \""Intents (nature of procedure values)\"" hierarchy (363675004).  **mCODE Migration Candidate** — Proposed for mCODE STU5.","StructureDefinition/ocpa-regimen-intent","SCT"
http://hl7.org/fhir/us/codex-mopa/ValueSet/treatment-line-vs,0.1.0,draft,,TreatmentLineVS,Treatment Line Value Set,"Codes representing the ordinal line of systemic anti-cancer therapy. Used in LineOfTherapyObservation.valueCodeableConcept and the RegimenTreatmentLine extension.  **mCODE Migration Candidate** — Proposed for mCODE STU5.","StructureDefinition/ocpa-regimen-treatment-line,StructureDefinition/line-of-therapy-observation","Internal"
